 First iteration    1404.3161511149442             1130   1.2427576558539328     
After minimisation    1363.82  1130     1.207

  Partial chi2s 
Dataset    1    454.79   377  HERA1+2 NCep 920                                
Dataset    2     68.10    70  HERA1+2 NCep 820                                
Dataset    3    229.63   254  HERA1+2 NCep 575                                
Dataset    4    221.83   204  HERA1+2 NCep 460                                
Dataset    5    211.85   159  HERA1+2 NCem                                    
   31  sysHZComb1031                         -0.6173   +/-   0.8365        :N:M:D
   32  sysHZComb1032                          0.2408   +/-   0.9637        :N:M:D
   33  sysHZComb1033                          0.5369   +/-   0.9704        :N:M:D
   34  sysHZComb1034                         -0.3145   +/-   0.9839        :N:M:D
   35  sysHZComb1035                          0.1146   +/-   0.9780        :N:M:D
   36  sysHZComb1036                         -0.2147   +/-   0.9738        :N:M:D
   37  sysHZComb1037                          0.1745   +/-   0.9699        :N:M:D
   38  sysHZComb1038                         -0.4545   +/-   0.9118        :N:M:D
   39  sysHZComb1039                         -0.4360   +/-   0.9527        :N:M:D
   40  sysHZComb1040                         -0.2540   +/-   0.9304        :N:M:D
   41  sysHZComb1041                         -0.4343   +/-   0.8133        :N:M:D
   42  sysHZComb1042                         -0.2373   +/-   0.8738        :N:M:D
   43  sysHZComb1043                          0.0771   +/-   0.9089        :N:M:D
   44  sysHZComb1044                         -0.0505   +/-   0.9367        :N:M:D
   45  sysHZComb1045                         -0.4289   +/-   0.9306        :N:M:D
   46  sysHZComb1046                         -0.3064   +/-   0.9562        :N:M:D
   47  sysHZComb1047                          0.3139   +/-   0.9461        :N:M:D
   48  sysHZComb1048                         -0.1830   +/-   0.9608        :N:M:D
   49  sysHZComb1049                         -0.4786   +/-   0.9445        :N:M:D
   50  sysHZComb1050                          0.0156   +/-   0.9420        :N:M:D
   51  sysHZComb1051                          0.2880   +/-   0.9518        :N:M:D
   52  sysHZComb1052                          0.7829   +/-   0.9504        :N:M:D
   53  sysHZComb1053                         -2.5776   +/-   0.9178        :N:M:D
   54  sysHZComb1054                         -0.1166   +/-   0.9747        :N:M:D
   55  sysHZComb1055                         -1.6936   +/-   0.9040        :N:M:D
   56  sysHZComb1056                         -1.1460   +/-   0.8899        :N:M:D
   57  sysHZComb1057                         -0.1147   +/-   0.9191        :N:M:D
   58  sysHZComb1058                          0.1767   +/-   0.9434        :N:M:D
   59  sysHZComb1059                         -0.9892   +/-   0.8697        :N:M:D
   60  sysHZComb1060                          0.1413   +/-   0.9789        :N:M:D
   61  sysHZComb1061                          0.1597   +/-   0.9830        :N:M:D
   62  sysHZComb1062                         -1.3615   +/-   0.8951        :N:M:D
   63  sysHZComb1063                          0.3977   +/-   0.8349        :N:M:D
   64  sysHZComb1064                          0.5983   +/-   0.9289        :N:M:D
   65  sysHZComb1065                         -0.8092   +/-   0.9466        :N:M:D
   66  sysHZComb1066                         -0.5962   +/-   0.9318        :N:M:D
   67  sysHZComb1067                         -0.0610   +/-   0.9635        :N:M:D
   68  sysHZComb1068                         -0.4081   +/-   0.9181        :N:M:D
   69  sysHZComb1069                         -0.1076   +/-   0.9121        :N:M:D
   70  sysHZComb1070                          0.3956   +/-   0.9069        :N:M:D
   71  sysHZComb1071                         -1.2725   +/-   0.8560        :N:M:D
   72  sysHZComb1072                         -0.0068   +/-   0.9703        :N:M:D
   73  sysHZComb1073                          0.1206   +/-   0.9021        :N:M:D
   74  sysHZComb1074                          0.0340   +/-   0.9341        :N:M:D
   75  sysHZComb1075                         -0.1624   +/-   0.8648        :N:M:D
   76  sysHZComb1076                         -0.1924   +/-   0.9605        :N:M:D
   77  sysHZComb1077                         -0.5559   +/-   0.9610        :N:M:D
   78  sysHZComb1078                          0.0924   +/-   0.9750        :N:M:D
   79  sysHZComb1079                          0.1494   +/-   0.8836        :N:M:D
   80  sysHZComb1080                         -0.3468   +/-   0.9246        :N:M:D
   81  sysHZComb1081                         -0.2653   +/-   0.8873        :N:M:D
   82  sysHZComb1082                         -0.9470   +/-   0.8377        :N:M:D
   83  sysHZComb1083                         -1.2923   +/-   0.8900        :N:M:D
   84  sysHZComb1084                          0.2272   +/-   0.9673        :N:M:D
   85  sysHZComb1085                         -0.0293   +/-   0.8671        :N:M:D
   86  sysHZComb1086                         -0.1306   +/-   0.7906        :N:M:D
   87  sysHZComb1087                         -0.4827   +/-   0.8573        :N:M:D
   88  sysHZComb1088                          0.2028   +/-   0.9909        :N:M:D
   89  sysHZComb1089                         -0.1690   +/-   0.9606        :N:M:D
   90  sysHZComb1090                          0.5023   +/-   0.9421        :N:M:D
   91  sysHZComb1091                          0.6256   +/-   0.8861        :N:M:D
   92  sysHZComb1092                          0.5769   +/-   0.8086        :N:M:D
   93  sysHZComb1093                          0.1686   +/-   0.7886        :N:M:D
   94  sysHZComb1094                          0.0633   +/-   0.9992        :N:M:D
   95  sysHZComb1095                         -0.3241   +/-   0.8434        :N:M:D
   96  sysHZComb1096                          0.2861   +/-   0.8929        :N:M:D
   97  sysHZComb1097                          0.3508   +/-   0.9880        :N:M:D
   98  sysHZComb1098                          1.3725   +/-   0.7324        :N:M:D
   99  sysHZComb1099                         -1.1667   +/-   0.6810        :N:M:D
  100  sysHZComb1100                         -0.7704   +/-   0.6860        :N:M:D
  101  sysHZComb1101                         -0.7094   +/-   0.7695        :N:M:D
  102  sysHZComb1102                         -0.5145   +/-   0.9010        :N:M:D
  103  sysHZComb1103                          0.4669   +/-   0.7894        :N:M:D
  104  sysHZComb1104                         -1.3710   +/-   0.7929        :N:M:D
  105  sysHZComb1105                          1.2898   +/-   0.6928        :N:M:D
  106  sysHZComb1106                         -0.5196   +/-   0.7720        :N:M:D
  107  sysHZComb1107                          0.5582   +/-   0.7416        :N:M:D
  108  sysHZComb1108                          1.3313   +/-   0.6766        :N:M:D
  109  sysHZComb1109                          0.3489   +/-   0.9898        :N:M:D
  110  sysHZComb1110                         -0.7477   +/-   0.7011        :N:M:D
  111  sysHZComb1111                         -1.6534   +/-   0.5504        :N:M:D
  112  sysHZComb1112                          0.4601   +/-   0.9904        :N:M:D
  113  sysHZComb1113                          1.3053   +/-   0.8440        :N:M:D
  114  sysHZComb1114                          1.9073   +/-   0.8057        :N:M:D
  115  sysHZComb1115                          0.8872   +/-   0.7559        :N:M:D
  116  sysHZComb1116                          0.6502   +/-   0.7716        :N:M:D
  117  sysHZComb1117                          1.0153   +/-   0.8165        :N:M:D
  118  sysHZComb1118                         -0.1850   +/-   0.9966        :N:M:D
  119  sysHZComb1119                          0.5299   +/-   0.9747        :N:M:D
  120  sysHZComb1120                          0.5568   +/-   0.8536        :N:M:D
  121  sysHZComb1121                          0.3644   +/-   0.9899        :N:M:D
  122  sysHZComb1122                          0.1619   +/-   0.9338        :N:M:D
  123  sysHZComb1123                         -0.2668   +/-   0.9277        :N:M:D
  124  sysHZComb1124                         -1.0200   +/-   0.8629        :N:M:D
  125  sysHZComb1125                          0.7372   +/-   0.8813        :N:M:D
  126  sysHZComb1126                         -0.1344   +/-   0.9153        :N:M:D
  127  sysHZComb1127                         -0.2874   +/-   0.9230        :N:M:D
  128  sysHZComb1128                         -0.1810   +/-   0.9552        :N:M:D
  129  sysHZComb1129                          0.2458   +/-   0.8565        :N:M:D
  130  sysHZComb1130                          0.2607   +/-   0.8047        :N:M:D
  131  sysHZComb1131                         -0.6323   +/-   0.7896        :N:M:D
  132  sysHZComb1132                         -0.5336   +/-   0.7891        :N:M:D
  133  sysHZComb1133                          0.6860   +/-   0.8206        :N:M:D
  134  sysHZComb1134                          0.3074   +/-   0.9786        :N:M:D
  135  sysHZComb1135                         -1.1460   +/-   0.8174        :N:M:D
  136  sysHZComb1136                          0.2690   +/-   0.8767        :N:M:D
  137  sysHZComb1137                         -0.2829   +/-   0.8836        :N:M:D
  138  sysHZComb1138                          0.4690   +/-   0.9195        :N:M:D
  139  sysHZComb1139                         -0.7766   +/-   0.9424        :N:M:D
  140  sysHZComb1140                         -0.0924   +/-   0.9576        :N:M:D
  141  sysHZComb1141                         -0.1821   +/-   0.9710        :N:M:D
  142  sysHZComb1142                          1.1076   +/-   0.8612        :N:M:D
  143  sysHZComb1143                          0.5268   +/-   0.8555        :N:M:D
  144  sysHZComb1144                          1.7095   +/-   0.8401        :N:M:D
  145  sysHZComb1145                          0.3784   +/-   0.9861        :N:M:D
  146  sysHZComb1146                          0.2631   +/-   0.9896        :N:M:D
  147  sysHZComb1147                          0.8424   +/-   0.8024        :N:M:D
  148  sysHZComb1148                         -0.4947   +/-   0.7921        :N:M:D
  149  sysHZComb1149                          0.5623   +/-   0.7688        :N:M:D
  150  sysHZComb1150                         -0.4438   +/-   0.7863        :N:M:D
  151  sysHZComb1151                          0.1804   +/-   0.9633        :N:M:D
  152  sysHZComb1152                          0.8914   +/-   0.7332        :N:M:D
  153  sysHZComb1153                         -1.4730   +/-   0.8335        :N:M:D
  154  sysHZComb1154                         -0.1176   +/-   0.8097        :N:M:D
  155  sysHZComb1155                          1.0733   +/-   0.8133        :N:M:D
  156  sysHZComb1156                          0.0282   +/-   0.9150        :N:M:D
  157  sysHZComb1157                          1.4037   +/-   0.7259        :N:M:D
  158  sysHZComb1158                          0.1657   +/-   0.7985        :N:M:D
  159  sysHZComb1159                         -0.0321   +/-   1.0000        :N:M:D
  160  sysHZComb1160                         -0.0224   +/-   0.8817        :N:M:D
  161  sysHZComb1161                          0.7926   +/-   0.8412        :N:M:D
  162  sysHZComb1162                          0.7399   +/-   0.8878        :N:M:D
  163  proc_nrl                               0.2079   +/-   0.3875        :N:M:D
  164  proc_tb21                             -2.6093   +/-   0.6692        :N:M:D
  165  proc_tb22                             -1.5088   +/-   0.3048        :N:M:D
  166  proc_tb23                             -0.3600   +/-   0.4345        :N:M:D
  167  proc_tb24                             -0.6233   +/-   0.4086        :N:M:D
  168  proc_gp                                0.0788   +/-   0.4520        :N:M:D
  169  proc_had                               0.7409   +/-   0.5361        :N:M:D
